Designator,Mid X,Mid Y,Rotation,Layer
C1,97.79,-108.605,90.0,top
J1,95.25,-95.24,0.0,top
J2,87.63,-112.395,270.0,top
JP1,95.25,-102.87,90.0,top
Q1,111.76,-109.855,270.0,top
R1,106.68,-102.87,180.0,top
